player_id,draw,court,serve_period,x,y,ev
1,13,Ad,2,5.2,-3.1,-0.21087798250755918
1,14,Deuce,1,5,3.3,0.14033685612934738
1,14,Deuce,1,5.1,1.3,0.08984682233030997
1,14,Deuce,2,4.9,3.2,-0.13025466827275411
1,14,Ad,1,4.800000000000001,-3.5,0.14795432371440065
1,14,Ad,1,5.1,-1,0.07806421812812236
1,14,Ad,2,5,-3.1,-0.15049149546175056
1,15,Deuce,1,5.2,3.3,0.05880741324370009
1,15,Deuce,2,5,2.5999999999999996,-0.23515783635822063
1,15,Ad,1,4.9,-3.4,0.035780538404101836
1,15,Ad,1,5.1,-1.4000000000000004,-0.014479203501978344
1,15,Ad,2,5.1,-1.5,-0.3005964563224244
1,15,Ad,2,5.2,-3,-0.30639330359369166
1,16,Deuce,1,5.1,3.4000000000000004,0.16603728431040482
1,16,Deuce,2,4.9,3.2,-0.1369767209806686
1,16,Ad,1,4.6,-3.5,0.14487013388993308
1,16,Ad,1,5.1,-0.8999999999999995,0.0769716719668517
1,16,Ad,2,4.800000000000001,-3,-0.14838559403807317
1,17,Deuce,1,5.2,3.3,0.162438356220102
1,17,Deuce,2,5,2.7,-0.11722881955347297
1,17,Ad,1,4.9,-3.4,0.13568395387189142
1,17,Ad,1,4.9,-0.8999999999999995,0.10007171338226309
1,17,Ad,2,5.1,-2.7,-0.1321087588683073
1,18,Deuce,1,5.1,3.4000000000000004,0.18655855617353484
1,18,Deuce,2,5,2.9000000000000004,-0.149009650883137
1,18,Ad,1,4.9,-3.5,0.13427422182355614
1,18,Ad,1,5.1,-0.7999999999999998,0.09560345483019927
1,18,Ad,2,5,-3,-0.12331569543542287
1,19,Deuce,1,5.2,3.6000000000000005,0.2945171890710785
1,19,Deuce,1,5.300000000000001,1.0000000000000002,0.15008541950681134
1,19,Deuce,2,4.800000000000001,3.1000000000000005,0.03926812138184643
1,19,Ad,1,4.7,-3.6,0.2460567318478204
1,19,Ad,1,5.2,-0.5999999999999996,0.18908863843754978
1,19,Ad,2,4.6,-1.0999999999999996,0.05746326996568274
1,20,Deuce,1,5.2,3.5,0.23082939578588477
1,20,Deuce,2,4.6,3.2,-0.0014850188362021122
1,20,Ad,1,4.800000000000001,-3.5,0.17409949626692647
1,20,Ad,1,5.1,-0.8999999999999995,0.1087679606984831
1,20,Ad,2,4.800000000000001,-3.2,-0.06327742538939973
1,21,Deuce,1,5.2,3.3,0.029802681598750658
1,21,Deuce,2,5.300000000000001,2.9000000000000004,-0.3810704301277825
1,21,Ad,1,4.9,-3.3,0.0623239143039544
1,21,Ad,1,5.1,-1.0999999999999996,0.008667301338538769
1,21,Ad,2,5.1,-1.4000000000000004,-0.2797292486946218
1,22,Deuce,1,5.2,3.4000000000000004,0.1595049032972819
1,22,Deuce,2,5.300000000000001,1.8,-0.1694927741475395
1,22,Ad,1,4.7,-3.4,0.20468761775464067
1,22,Ad,1,5.1,-0.8999999999999995,0.13882712446374482
1,22,Ad,2,5.1,-2.7,-0.06485195360094975
1,23,Deuce,1,5.2,3.3,0.09676427726045539
1,23,Deuce,2,5.300000000000001,1.8,-0.32037455605646514
1,23,Ad,1,4.800000000000001,-3.4,0.11005641774601521
1,23,Ad,1,5.1,-1.2999999999999998,0.04155688743423597
1,23,Ad,2,5.2,-1.4000000000000004,-0.24033555282458507
1,24,Deuce,1,5.2,3.3,0.04543525797419262
1,24,Deuce,2,5.2,1.6000000000000003,-0.30979397817337784
1,24,Deuce,2,5.2,2.7,-0.3119341612774287
1,24,Ad,1,4.9,-3.4,0.0855211032125946
1,24,Ad,1,5.1,-1,0.045192260763568
1,24,Ad,2,5,-3,-0.19851156059947872
1,25,Deuce,1,5.2,3.4000000000000004,0.1019951807852521
1,25,Deuce,2,5.2,2.7,-0.297123122470497
1,25,Ad,1,4.800000000000001,-3.3,0.11578874506274817
1,25,Ad,1,5.1,-1,0.08277573827460649
1,25,Ad,2,4.800000000000001,-1.2000000000000002,-0.16237735327469915
1,26,Deuce,1,5.2,3.5,0.19184555913556633
1,26,Deuce,2,4.9,2.8,-0.11048630231592693
1,26,Ad,1,4.7,-3.3,0.11677997799680573
1,26,Ad,2,5.2,-2.8,-0.22494014361490156
1,27,Deuce,1,5.2,3.2,0.13713923229604696
1,27,Deuce,2,5.4,2.5,-0.25364262593704656
1,27,Ad,1,4.4,-3.5,0.247505725293314
1,27,Ad,1,5.2,-0.7999999999999998,0.16515547527301075
1,27,Ad,2,4.7,-2.9,0.03353232462502187
1,28,Deuce,1,5.2,3.4000000000000004,0.1753012100078763
1,28,Deuce,2,4.9,3.1000000000000005,-0.12527141154723564
1,28,Ad,1,4.9,-3.5,0.10440266417902377
1,28,Ad,1,5.1,-1,0.04782347816460136
1,28,Ad,2,5.2,-2.8,-0.22053920907577618
