date,player_id,serve_period,region,index,speed_mph,clear_net,let,shot_x,shot_y
2023-03-17,4,2,deuce wide,40,80.1,1,0,4.8525,3.7541
2023-03-17,4,1,deuce wide,41,73.9,1,0,4.8681,3.6575
2023-03-17,4,1,ad wide,42,101.6,0,0,NA,NA
2023-03-17,4,2,ad wide,43,69.1,1,0,3.9989,-2.138
2023-03-17,4,1,deuce wide,44,81.8,1,0,4.8063,3.4351
2023-03-17,4,1,deuce wide,45,79.4,0,0,NA,NA
2023-03-17,4,2,deuce tee,46,79.2,1,0,5.5599,0.9261
2023-03-17,4,1,ad tee,47,96.2,1,0,6.0657,-0.7982
2023-03-17,4,1,ad tee,48,106.7,1,0,5.4187,-0.9358
2023-03-17,4,1,deuce tee,49,108.9,1,0,5.3721,0.2118
2023-03-17,4,1,deuce tee,50,109.6,0,0,NA,NA
2023-03-17,4,2,deuce tee,51,70.7,1,0,4.7236,1.3894
2023-03-17,4,1,ad wide,52,107.8,1,0,6.366,-2.9696
2023-03-17,4,1,deuce tee,53,104.3,0,0,NA,NA
2023-03-17,4,2,deuce wide,54,75.1,1,0,4.0104,3.0661
2023-03-17,4,1,deuce wide,55,91.9,1,0,6.1381,4.7552
2023-03-17,4,2,deuce tee,56,71.4,1,0,4.2634,0.542
2023-03-17,4,1,deuce tee,57,107.6,0,0,NA,NA
2023-03-17,4,2,deuce tee,58,80.7,1,0,6.952,1.2843
2023-03-17,4,1,ad tee,59,96.6,1,0,6.862,0.4919
2023-03-17,4,2,ad wide,60,78.9,1,0,4.7081,-3.3204
2023-12-14,7,1,deuce tee,1,103.9,1,0,5.9765,-0.0259
2023-12-14,7,2,deuce tee,2,NA,1,0,3.995,1.4463
2023-12-14,7,1,ad wide,3,96.4,1,0,4.9923,-4.298
2023-12-14,7,2,ad wide,4,73.2,0,0,NA,NA
2023-12-14,7,1,ad wide,5,100.1,1,0,6.655,-3.3997
2023-12-14,7,2,ad tee,6,79.9,1,0,5.4692,-0.6123
2023-12-14,7,1,ad tee,7,103.9,0,0,NA,NA
2023-12-14,7,2,ad tee,8,83,1,0,4.5701,-0.0994
2023-12-14,7,1,deuce tee,9,101.1,0,0,NA,NA
2023-12-14,7,2,deuce wide,10,82.9,1,0,6.2773,3.1213
2023-12-14,7,1,deuce tee,11,100.5,1,0,6.6658,0.9199
2023-12-14,7,2,deuce tee,12,80.8,1,0,5.2044,0.7549
2023-12-14,7,1,ad wide,13,105.6,1,0,6.8165,-4.3128
2023-12-14,7,2,ad tee,14,86.8,1,0,4.5251,-0.7847
2023-12-14,7,1,deuce wide,15,95.1,0,0,NA,NA
2023-12-14,7,2,deuce wide,16,79.7,1,0,4.6862,4.1622
2023-12-14,7,1,ad wide,17,100.3,0,0,NA,NA
2023-12-14,7,2,ad wide,18,84.1,0,0,NA,NA
2023-12-14,7,1,deuce tee,19,99.3,1,0,5.2119,0.8446
2023-12-14,7,1,ad tee,20,105.9,0,0,NA,NA
2023-12-14,7,2,ad wide,21,82.1,0,0,NA,NA
2023-12-14,7,1,deuce tee,22,98.8,1,0,6.7874,0.6386
2023-12-14,7,2,deuce wide,23,NA,1,1,8.261,4.3198
2023-12-14,7,1,deuce tee,24,99.3,0,0,NA,NA
2023-12-14,7,2,deuce tee,25,85.1,1,0,5.2156,0.6828
2023-12-14,7,1,ad tee,26,104.4,1,0,6.4098,-0.497
2023-12-14,7,1,deuce tee,27,104.3,1,0,8.31,1.6943
2023-12-14,7,2,deuce wide,28,88.4,1,0,6.3721,4.9373
2023-12-14,7,1,deuce wide,29,96.2,1,0,5.0186,3.7407
2023-12-14,7,1,ad wide,30,102.6,1,0,6.0349,-3.2198
2023-12-14,7,1,deuce tee,31,90.2,0,0,NA,NA
2023-12-14,7,2,deuce wide,32,82,1,0,4.6873,4.7125
2023-12-14,7,1,ad wide,33,104.4,1,1,6.177,-4.3054
2023-12-14,7,2,ad wide,34,78.2,0,0,NA,NA
2023-12-14,7,1,ad tee,35,106.8,1,1,6.4623,-0.1534
2023-12-14,7,1,ad tee,36,106,0,0,NA,NA
2023-12-14,7,2,ad tee,37,86.1,1,0,5.6925,0.0871
2023-12-14,7,1,ad tee,38,96.4,0,0,NA,NA
2023-12-14,7,2,ad wide,39,84,1,0,4.6357,-3.5226
2023-12-14,7,1,deuce wide,40,90.6,1,0,5.0007,3.2293
2023-12-14,7,1,ad wide,41,102.8,1,0,6.8937,-3.7167
2023-12-14,7,2,ad wide,42,81.6,1,0,5.0063,-2.6897
2023-12-14,7,1,ad tee,43,106.2,1,0,7.4598,-1.3088
2023-12-14,7,2,ad wide,44,85.1,1,0,5.2728,-2.6103
2023-12-14,7,1,deuce wide,45,91.3,1,0,5.2568,2.8435
2023-12-14,7,1,deuce wide,46,92.4,1,0,5.8731,4.1423
2023-12-14,7,1,deuce tee,47,103.1,1,0,6.877,0.6028
2023-12-14,7,2,deuce wide,48,86.6,0,0,NA,NA
2023-12-14,7,1,ad tee,49,98.9,1,0,4.8682,-0.6342
2023-12-14,7,1,ad tee,50,105.1,1,0,6.739,-0.437
2023-12-14,7,2,ad tee,51,84.4,1,0,5.5709,0.2236
2023-12-14,7,1,deuce tee,52,100.3,1,0,8.7328,1.513
2023-12-14,7,2,deuce wide,53,85,1,0,5.4241,3.3404
2023-12-14,7,1,ad tee,54,104.8,1,1,5.2976,-1.2637
2023-12-14,7,1,ad wide,55,100.4,1,1,5.8121,-3.7064
2023-12-14,7,1,ad wide,56,107.3,0,0,NA,NA
2023-12-14,7,2,ad tee,57,82.5,1,0,4.7919,0.4834
2023-12-14,7,1,ad tee,58,104.6,1,0,5.4658,-0.1474
2023-12-14,7,1,deuce tee,59,105,1,1,6.8839,0.6581
2023-12-14,7,2,deuce tee,60,84.9,1,0,7.3194,-0.4111
2023-12-14,8,1,ad tee,1,123.4,1,0,5.3843,-0.3306
2023-12-14,8,1,deuce wide,2,142.1,0,0,NA,NA
2023-12-14,8,2,deuce tee,3,110.3,1,0,7.0528,-0.1607
2023-12-14,8,1,deuce tee,4,124.6,1,0,6.9885,0.8331
2023-12-14,8,2,deuce wide,5,101.1,1,0,4.9202,3.4456
2023-12-14,8,1,deuce wide,6,123.6,1,0,6.1875,3.6314
2023-12-14,8,1,ad tee,7,146.8,1,0,6.6978,0.0408
2023-12-14,8,2,ad tee,8,109.1,1,0,4.518,-0.0242
2023-12-14,8,1,ad wide,9,105.1,1,0,5.6225,-3.5334
2023-12-14,8,1,deuce wide,10,117.2,1,0,6.3046,3.6697
2023-12-14,8,1,deuce wide,11,123.1,0,0,NA,NA
2023-12-14,8,2,deuce tee,12,109.7,0,0,NA,NA
2023-12-14,8,1,ad tee,13,130.1,1,1,5.3078,-0.0011
2023-12-14,8,1,ad tee,14,129.4,1,0,5.4807,0.3884
2023-12-14,8,2,ad wide,15,107.7,1,0,6.0699,-2.9816
2023-12-14,8,1,ad wide,16,110,1,0,5.8297,-3.6964
2023-12-14,8,1,deuce tee,17,129.5,1,0,5.5535,0.4133
2023-12-14,8,1,deuce tee,18,129.1,0,0,NA,NA
2023-12-14,8,2,deuce tee,19,123.9,1,0,5.3069,0.6422
2023-12-14,8,1,ad wide,20,104.1,1,0,5.5035,-3.3205
2023-12-14,8,1,deuce tee,21,125.9,1,0,5.1856,0.656
2023-12-14,8,1,ad tee,22,133.1,0,0,NA,NA
2023-12-14,8,2,ad tee,23,112.6,1,0,6.3326,-0.485
2023-12-14,8,1,deuce tee,24,125.8,1,0,5.7908,0.1761
2023-12-14,8,1,deuce tee,25,134.2,0,0,NA,NA
2023-12-14,8,2,deuce wide,26,104.3,1,0,5.6904,3.0706
2023-12-14,8,1,ad wide,27,110.3,0,0,NA,NA
2023-12-14,8,2,ad tee,28,113.9,1,0,5.3664,-0.189
2023-12-14,8,1,deuce tee,29,130.3,1,0,5.0799,0.1673
2023-12-14,8,1,deuce tee,30,134.3,0,0,NA,NA
2023-12-14,8,1,ad wide,31,106.6,1,0,6.9567,-4.6206
2023-12-14,8,2,ad wide,32,103.6,1,0,5.3466,-3.6482
2023-12-14,8,1,ad tee,33,131.1,1,0,6.907,-1.1162
2023-12-14,8,2,ad tee,34,101.3,1,0,5.7178,-1.1506
2023-12-14,8,1,ad wide,35,108.1,1,0,4.7898,-2.9408
2023-12-14,8,1,deuce wide,36,123.5,1,0,5.6641,3.0861
2023-12-14,8,1,deuce tee,37,127.8,1,0,7.3747,0.4382
2023-12-14,8,2,deuce tee,38,113.6,1,0,7.1114,0.55
2023-12-14,8,1,deuce wide,39,121.1,1,0,8.0947,4.5396
2023-12-14,8,2,deuce tee,40,113.3,1,0,5.2201,0.8938
2023-12-14,8,1,deuce wide,41,124.2,0,0,NA,NA
2023-12-14,8,2,deuce wide,42,112,1,0,6.4124,4.1967
2023-12-14,8,1,ad tee,43,133.1,1,0,4.9171,-0.6005
2023-12-14,8,1,ad tee,44,130.9,1,0,5.0733,-0.8261
2023-12-14,8,1,ad wide,45,102.8,1,0,6.4237,-3.7676
2023-12-14,8,1,deuce tee,46,127.3,0,0,NA,NA
2023-12-14,8,2,deuce tee,47,109.4,1,0,5.9718,0.737
2023-12-14,8,1,deuce tee,48,126.5,1,0,6.8306,0.6423
2023-12-14,8,2,deuce tee,49,104,1,0,5.0402,0.9353
2023-12-14,8,1,deuce wide,50,123.6,1,0,6.376,4.1847
2023-12-14,8,1,ad tee,51,132.6,1,0,6.3326,-0.485
2023-12-14,8,1,ad tee,52,128.8,1,0,6.0196,-0.0276
2023-12-14,8,1,deuce tee,53,131.6,0,0,NA,NA
2023-12-14,8,2,deuce wide,54,119.7,1,0,8.0991,3.8612
2023-12-14,8,1,deuce wide,55,122.6,1,0,10.098,5.2313
2023-12-14,8,2,deuce tee,56,124.9,1,0,6.2919,1.1381
2023-12-14,8,1,ad wide,57,107.1,0,0,NA,NA
2023-12-14,8,2,ad tee,58,113.4,1,0,5.457,-0.6217
2023-12-14,8,1,ad wide,59,124.3,1,0,5.8824,-3.6661
2023-12-14,8,1,ad tee,60,130.1,1,0,5.9629,-0.5262
